"Oxygen, Dissolved (% Saturation)","Depth, Sample (Field)",Nitrite,"Nitrogen, Total Kjeldahl (TKN)","Solids, Suspended (TSS)",Phosphorus,STATION,LATITUDE,LONGITUDE
97.4,160,0.013,0.35,0.9,0.15,6008300402,43.79806764,-79.58105773
-99,345,0.004,0.89,32.6,0.52,6008300402,43.79806764,-79.58105773
149.4,230,0.015,0.38,3.1,0.29,6008300402,43.79806764,-79.58105773
122.2,190,0.027,0.35,12.2,0.45,6008300402,43.79806764,-79.58105773
99.1,305,0.078,0.23,1.2,0.11,6008300402,43.79806764,-79.58105773
133.6,185,0.021,0.24,5.1,0.38,6008300402,43.79806764,-79.58105773
117.6,320,0.007,0.37,3.6,0.29,6008300402,43.79806764,-79.58105773
103,150,0.029,0.54,9.3,0.48,6008300402,43.79806764,-79.58105773
129.9,175,0.012,0.34,3,0.28,6008300402,43.79806764,-79.58105773
126,240,0.008,1.17,10.9,0.49,6008300402,43.79806764,-79.58105773
106.7,160,0.024,0.4,2.9,0.28,6008300402,43.79806764,-79.58105773
101,180,0.02,0.63,17.9,0.47,6008300402,43.79806764,-79.58105773
74.3,320,0.001,0.38,6.4,0.45,6008300402,43.79806764,-79.58105773
106.3,240,0.006,0.51,3.5,0.31,6008300402,43.79806764,-79.58105773
89,110,0.061,0.69,15,0.47,6008300402,43.79806764,-79.58105773
117,210,0.026,0.48,8.2,0.46,6008300402,43.79806764,-79.58105773
109,150,0.01,0.58,8.8,0.48,6008300402,43.79806764,-79.58105773
108,180,0.008,0.41,10.5,0.47,6008300402,43.79806764,-79.58105773
105,200,0.021,1.21,36.3,0.5,6008300402,43.79806764,-79.58105773
112,170,0.014,0.38,1.3,0.19,6008300402,43.79806764,-79.58105773
148.5,265,0.059,0.8,7.2,0.47,6008300402,43.79806764,-79.58105773
111.9,345,0.003,0.34,5.9,0.44,6008300402,43.79806764,-79.58105773
124,210,0.015,0.39,12.2,0.45,6008300402,43.79806764,-79.58105773
103.4,290,0.023,0.74,17.7,0.47,6008300402,43.79806764,-79.58105773
113.4,190,0.012,0.3,13.8,0.47,6008300402,43.79806764,-79.58105773
148,190,0.006,0.15,5.3,0.42,6008300402,43.79806764,-79.58105773
104.1,240,0.008,0.23,5,0.37,6008300402,43.79806764,-79.58105773
112.5,145,0.049,0.73,9.1,0.48,6008300402,43.79806764,-79.58105773
145.1,210,0.031,0.92,15.3,0.49,6008300402,43.79806764,-79.58105773
111.5,280,0.03,0.96,5.3,0.46,6008300402,43.79806764,-79.58105773
136.4,230,0.041,0.76,24.4,0.47,6008300402,43.79806764,-79.58105773
135.6,160,0.059,0.45,6.6,0.46,6008300402,43.79806764,-79.58105773
163,600,0.026,0.48,8.9,0.48,6008300402,43.79806764,-79.58105773
110.5,550,0.04,1.12,20.1,0.49,6008300402,43.79806764,-79.58105773
76,475,0.007,0.78,82.9,0.47,6008300402,43.79806764,-79.58105773
152,200,0.009,0.53,6.2,0.46,6008300402,43.79806764,-79.58105773
110.7,320,0.016,0.49,4.8,0.32,6008300402,43.79806764,-79.58105773
109.3,505,0.01,0.63,8.6,0.48,6008300402,43.79806764,-79.58105773
144.7,345,0.008,0.44,11.9,0.45,6008300402,43.79806764,-79.58105773
110.7,230,0.103,0.81,12.4,0.45,6008300402,43.79806764,-79.58105773
119.9,205,0.008,0.24,2.2,0.16,6008300402,43.79806764,-79.58105773
117,140,0.003,0.79,29.1,0.47,6008300402,43.79806764,-79.58105773
98.3,270,0.001,1.48,7.3,0.5,6008300402,43.79806764,-79.58105773
113.7,420,0.016,0.33,8.1,0.46,6008300402,43.79806764,-79.58105773
113,335,0.007,0.34,2.4,0.22,6008300402,43.79806764,-79.58105773
92,180,0.008,0.54,11.3,0.45,6008300402,43.79806764,-79.58105773
47,300,0.009,0.36,4.9,0.37,6008300402,43.79806764,-79.58105773
111,340,0.007,0.7,15.9,0.47,6008300402,43.79806764,-79.58105773
110.2,190,0.054,0.28,8.5,0.47,6008300402,43.79806764,-79.58105773
94.4,360,0.013,0.43,4,0.28,6008300402,43.79806764,-79.58105773
88.5,405,0.117,0.4,11.1,0.45,6008300402,43.79806764,-79.58105773
131.6,400,0.007,0.52,2.4,0.27,6008300402,43.79806764,-79.58105773
198.4,290,0.01,0.44,4.2,0.3,6008300402,43.79806764,-79.58105773
101,160,0.013,0.4,3.5,0.29,6008300402,43.79806764,-79.58105773
105,490,0.014,1.2,29.1,0.5,6008300402,43.79806764,-79.58105773
136.9,160,0.013,0.56,3.6,0.33,6008300902,43.88810001,-79.71795598
105.5,350,0.005,0.64,4.6,0.34,6008300902,43.88810001,-79.71795598
91.5,145,0.014,0.5,5.8,0.45,6008300902,43.88810001,-79.71795598
188.1,245,0.008,0.89,6.5,0.47,6008300902,43.88810001,-79.71795598
104,340,0.011,0.46,13.9,0.47,6008300902,43.88810001,-79.71795598
90,440,0.011,1.12,62.7,0.49,6008300902,43.88810001,-79.71795598
165,340,0.009,0.28,4.3,0.28,6008300902,43.88810001,-79.71795598
126.4,205,0.005,0.61,19.4,0.47,6008300902,43.88810001,-79.71795598
144,275,0.015,0.83,17.6,0.47,6008300902,43.88810001,-79.71795598
124,465,0.006,0.45,6.3,0.45,6008300902,43.88810001,-79.71795598
115.4,195,0.003,0.28,1,0.11,6008300902,43.88810001,-79.71795598
114.1,430,0.006,0.71,146,0.47,6008300902,43.88810001,-79.71795598
118.8,140,0.015,0.68,10,0.48,6008300902,43.88810001,-79.71795598
113,370,0.004,0.94,92.6,0.49,6008300902,43.88810001,-79.71795598
145.5,510,0.008,0.94,95.4,0.49,6008300902,43.88810001,-79.71795598
123,260,0.017,0.57,6.1,0.46,6008300902,43.88810001,-79.71795598
124.8,270,0.025,0.21,7.2,0.46,6008300902,43.88810001,-79.71795598
154.6,100,0.01,0.42,20.7,0.47,6008300902,43.88810001,-79.71795598
114,240,0.009,1.13,9,0.51,6008300902,43.88810001,-79.71795598
111.1,480,0.002,0.94,106,0.49,6008300902,43.88810001,-79.71795598
97.4,160,0.01,0.47,4.8,0.32,6008300902,43.88810001,-79.71795598
135.3,250,0.005,1.28,8,0.5,6008300902,43.88810001,-79.71795598
123.5,100,0.007,1.08,7.7,0.49,6008300902,43.88810001,-79.71795598
115.5,155,0.007,0.79,33.8,0.47,6008300902,43.88810001,-79.71795598
120.1,125,0.005,0.58,6.6,0.46,6008300902,43.88810001,-79.71795598
127.2,370,0.003,1.73,521,0.51,6008300902,43.88810001,-79.71795598
108.5,65,0.003,0.38,1.4,0.19,6008300902,43.88810001,-79.71795598
94.5,230,0.008,0.57,5.4,0.44,6008300902,43.88810001,-79.71795598
117.5,160,0.003,0.32,5,0.37,6008300902,43.88810001,-79.71795598
84.6,270,0.015,3.5,12.3,1.22,6008300902,43.88810001,-79.71795598
104.9,410,0.006,0.94,94.7,0.49,6008300902,43.88810001,-79.71795598
124.7,380,0.002,0.55,24.4,0.47,6008300902,43.88810001,-79.71795598
158.3,760,0.002,0.31,5,0.37,6008300902,43.88810001,-79.71795598
93,460,0.007,0.28,2.1,0.18,6008300902,43.88810001,-79.71795598
120,220,0.06,1.06,4.7,0.39,6008300902,43.88810001,-79.71795598
152,150,0.043,0.3,7.1,0.46,6008300902,43.88810001,-79.71795598
109,175,0.036,0.74,22.7,0.47,6008300902,43.88810001,-79.71795598
168.6,250,0.032,0.41,12.1,0.45,6008300902,43.88810001,-79.71795598
124,290,0.039,0.38,3.2,0.29,6008300902,43.88810001,-79.71795598
121,255,0.037,0.16,12.9,0.46,6008300902,43.88810001,-79.71795598
116,110,0.053,0.52,4.5,0.34,6008300902,43.88810001,-79.71795598
113,220,0.006,0.29,2.4,0.19,6008300902,43.88810001,-79.71795598
99,220,0.004,0.49,2.5,0.23,6008300902,43.88810001,-79.71795598
149.2,70,0.011,0.48,4.9,0.38,6008300902,43.88810001,-79.71795598
118.6,160,0.005,0.56,3.4,0.33,6008300902,43.88810001,-79.71795598
114,170,0.013,0.46,17.1,0.47,6008300902,43.88810001,-79.71795598
104,260,0.006,2.37,33.9,0.52,6008300902,43.88810001,-79.71795598
132.6,305,0.005,0.42,4.1,0.29,6008300902,43.88810001,-79.71795598
138,210,0.011,0.23,2.1,0.15,6008300902,43.88810001,-79.71795598
126.8,105,0.006,0.26,5.3,0.42,6008300902,43.88810001,-79.71795598
113.3,470,0.005,0.4,4.5,0.31,6008300902,43.88810001,-79.71795598
130.1,380,0.009,0.59,9.8,0.48,6008300902,43.88810001,-79.71795598
102,200,0.007,0.28,1.8,0.18,6008300902,43.88810001,-79.71795598
115.4,180,0.004,0.39,6,0.45,6008300902,43.88810001,-79.71795598
107.4,190,0.009,0.43,5.9,0.44,6008300902,43.88810001,-79.71795598
139.8,300,0.007,1.67,3.7,0.4,6008300902,43.88810001,-79.71795598
149,250,0.003,0.25,1,0.11,6008300902,43.88810001,-79.71795598
150.3,300,0.009,0.23,4.5,0.28,6008300902,43.88810001,-79.71795598
107,200,0.013,0.73,16.9,0.47,6008300902,43.88810001,-79.71795598
104.4,140,0.011,0.35,2.3,0.21,6008300902,43.88810001,-79.71795598
100.9,160,0.007,0.33,4.6,0.31,6008300902,43.88810001,-79.71795598
116.1,220,0.033,0.99,57.4,0.49,6008300902,43.88810001,-79.71795598
116.7,190,0.008,0.56,8.1,0.47,6008300902,43.88810001,-79.71795598
199.3,200,0.066,0.37,3.9,0.28,6008300902,43.88810001,-79.71795598
141,95,0.008,0.46,1.4,0.19,6008300902,43.88810001,-79.71795598
116.2,330,0.006,1.73,4.2,0.42,6008300902,43.88810001,-79.71795598
113.4,270,0.003,2.8,12.5,1.03,6008300902,43.88810001,-79.71795598
200.6,180,0.006,0.72,7.2,0.47,6008300902,43.88810001,-79.71795598
153.1,210,0.003,0.46,6.6,0.46,6008300902,43.88810001,-79.71795598
152.26,320,0.015,0.69,6.7,0.46,6008300902,43.88810001,-79.71795598
109,180,0.008,0.68,11.6,0.45,6008300902,43.88810001,-79.71795598
117,290,0.007,0.77,4.1,0.33,6008300902,43.88810001,-79.71795598
109,140,0.008,0.22,1.1,0.1,6008300902,43.88810001,-79.71795598
172.9,240,0.014,0.94,4.9,0.41,6008300902,43.88810001,-79.71795598
109.4,245,0.003,0.8,13.7,0.47,6008300902,43.88810001,-79.71795598
116,360,0.009,0.7,92.9,0.47,6008300902,43.88810001,-79.71795598
89.2,105,0.016,0.34,3.7,0.28,6008300902,43.88810001,-79.71795598
79,380,0.012,0.3,8,0.46,6008300902,43.88810001,-79.71795598
106,340,0.005,0.27,13.4,0.47,6008300902,43.88810001,-79.71795598
104.4,150,0.012,0.5,58.9,0.47,6008300902,43.88810001,-79.71795598
131.8,160,0.012,0.46,6.4,0.45,6008300902,43.88810001,-79.71795598
114.7,240,0.009,0.29,0.9,0.12,6008300902,43.88810001,-79.71795598
144.3,270,0.009,0.4,4.8,0.31,6008300902,43.88810001,-79.71795598
164.6,120,0.034,0.53,4.4,0.34,6008300902,43.88810001,-79.71795598
125.3,155,0.031,0.41,4.8,0.31,6008300902,43.88810001,-79.71795598
128.6,190,0.012,0.31,4.1,0.28,6008300902,43.88810001,-79.71795598
142.3,415,0.011,0.54,214,0.47,6008300902,43.88810001,-79.71795598
109.1,145,0.007,0.44,49.4,0.47,6008300902,43.88810001,-79.71795598
110.4,295,0.006,0.4,5,0.37,6008300902,43.88810001,-79.71795598
118.5,230,0.005,0.49,10.2,0.48,6008300902,43.88810001,-79.71795598
101.9,220,0.015,0.42,4.9,0.37,6008300902,43.88810001,-79.71795598
119.6,190,0.011,0.64,8.6,0.48,6008300902,43.88810001,-79.71795598
122,-99,0.014,0.37,2.2,0.21,6008300902,43.88810001,-79.71795598
113.5,280,0.007,0.34,6.7,0.46,6008300902,43.88810001,-79.71795598
93.7,310,0.007,0.77,24.8,0.47,6008300902,43.88810001,-79.71795598
110.1,345,0.028,1.2,38.3,0.5,6008300902,43.88810001,-79.71795598
119.2,275,0.007,0.53,11.5,0.45,6008300902,43.88810001,-79.71795598
113.1,205,0.014,0.42,5.7,0.43,6008300902,43.88810001,-79.71795598
122.8,560,0.007,0.71,8,0.47,6008300902,43.88810001,-79.71795598
109,390,0.015,0.23,7.2,0.46,6008300902,43.88810001,-79.71795598
129.2,130,0.016,0.36,2.9,0.28,6008300902,43.88810001,-79.71795598
148.5,510,0.005,0.81,46.4,0.47,6008300902,43.88810001,-79.71795598
106,400,0.008,0.43,3,0.28,6008300902,43.88810001,-79.71795598
127.8,320,0.023,0.53,24.6,0.47,6008300902,43.88810001,-79.71795598
124.6,490,0.013,0.33,2.7,0.26,6008300902,43.88810001,-79.71795598
107.6,440,0.021,0.86,34.3,0.47,6008300902,43.88810001,-79.71795598
106.7,285,0.083,0.8,1,0.28,6008300902,43.88810001,-79.71795598
125,200,0.013,0.22,5.3,0.42,6008300902,43.88810001,-79.71795598
99.2,130,0.052,0.26,3.9,0.25,6008300902,43.88810001,-79.71795598
132.3,140,0.026,0.34,2.9,0.28,6008300902,43.88810001,-79.71795598
127.5,320,0.013,0.48,8.9,0.48,6008300902,43.88810001,-79.71795598
109.9,435,0.011,0.27,41.1,0.47,6008300902,43.88810001,-79.71795598
117.1,340,0.007,0.56,141,0.47,6008300902,43.88810001,-79.71795598
114.4,250,0.007,0.72,5.1,0.4,6008300902,43.88810001,-79.71795598
143.2,145,0.011,0.43,6.6,0.46,6008300902,43.88810001,-79.71795598
112.5,205,0.005,0.7,62.9,0.47,6008300902,43.88810001,-79.71795598
102.8,450,0.006,0.85,4.2,0.36,6008300902,43.88810001,-79.71795598
139.9,560,0.06,0.59,8.1,0.47,6008300902,43.88810001,-79.71795598
128.6,190,0.02,0.43,8,0.46,6008300902,43.88810001,-79.71795598
157.9,305,0.006,0.57,4.9,0.39,6008300902,43.88810001,-79.71795598
162.2,130,0.007,0.37,17.6,0.47,6008300902,43.88810001,-79.71795598
112,430,0.016,0.46,13.2,0.47,6008300902,43.88810001,-79.71795598
116.3,340,0.013,0.29,2.9,0.25,6008300902,43.88810001,-79.71795598
111.3,230,0.02,0.38,33,0.47,6008300902,43.88810001,-79.71795598
105,340,0.006,0.52,2.5,0.27,6008300902,43.88810001,-79.71795598
114.3,300,0.007,0.79,6.4,0.46,6008300902,43.88810001,-79.71795598
108,360,0.09,0.61,5.9,0.45,6008300902,43.88810001,-79.71795598
98,400,0.081,0.42,5.9,0.44,6008300902,43.88810001,-79.71795598
-99,225,0.198,0.5,31.8,0.51,6008300902,43.88810001,-79.71795598
96.4,180,0.149,0.44,31.1,0.47,6008300902,43.88810001,-79.71795598
109,150,0.056,0.7,99.6,0.47,6008300902,43.88810001,-79.71795598
147,190,0.155,0.49,4.8,0.32,6008300902,43.88810001,-79.71795598
102.8,120,0.03,0.61,4.9,0.39,6008300902,43.88810001,-79.71795598
101.2,200,0.018,0.41,1.5,0.19,6008300902,43.88810001,-79.71795598
118,465,0.007,0.56,8.4,0.47,6008300902,43.88810001,-79.71795598
128.9,280,0.023,0.54,8.3,0.47,6008300902,43.88810001,-79.71795598
106,220,0.008,1.579,6.8,0.51,6008300902,43.88810001,-79.71795598
119.7,350,0.021,0.56,6.4,0.46,6008300902,43.88810001,-79.71795598
135.8,315,0.018,0.41,5.2,0.41,6008300902,43.88810001,-79.71795598
104.8,295,0.027,0.53,9,0.48,6008300902,43.88810001,-79.71795598
138.5,390,0.011,0.5,9.4,0.48,6008300902,43.88810001,-79.71795598
127.9,270,0.011,0.4,6.7,0.46,6008300902,43.88810001,-79.71795598
130,190,0.01,0.37,3.7,0.29,6008300902,43.88810001,-79.71795598
128.4,120,0.051,0.9,32,0.49,6008300902,43.88810001,-79.71795598
178.2,150,0.009,0.39,4.6,0.31,6008300902,43.88810001,-79.71795598
127.1,440,0.017,0.74,98.5,0.47,6008300902,43.88810001,-79.71795598
122.2,450,0.026,0.59,4.7,0.35,6008300902,43.88810001,-79.71795598
122.1,280,0.025,0.34,3.5,0.29,6008300902,43.88810001,-79.71795598
108,190,0.006,0.48,8.9,0.48,6008300902,43.88810001,-79.71795598
118.8,205,0.094,1.18,173,0.5,6008300902,43.88810001,-79.71795598
120.2,250,0.109,0.39,3.9,0.28,6008300902,43.88810001,-79.71795598
125.4,500,0.025,0.75,14.3,0.47,6008300902,43.88810001,-79.71795598
114,660,0.037,0.37,2.5,0.23,6008300902,43.88810001,-79.71795598
87.6,150,0.062,0.44,24,0.47,6008300902,43.88810001,-79.71795598
127,250,0.023,0.6,4.5,0.34,6008300902,43.88810001,-79.71795598
99,350,0.04,1.15,230,0.5,6008300902,43.88810001,-79.71795598
137,230,0.022,0.39,4,0.28,6008300902,43.88810001,-79.71795598
105,390,0.017,1.15,229,0.5,6008300902,43.88810001,-79.71795598
108,390,0.01,0.21,21.1,0.47,6008300902,43.88810001,-79.71795598
120.1,200,0.016,0.49,6,0.45,6008300902,43.88810001,-79.71795598
150.6,230,0.008,0.37,8.6,0.47,6008300902,43.88810001,-79.71795598
130.2,210,0.005,0.39,2.9,0.28,6008300902,43.88810001,-79.71795598
146.6,135,0.008,0.65,15.5,0.47,6008300902,43.88810001,-79.71795598
156,630,0.018,0.34,14,0.47,6008300902,43.88810001,-79.71795598
129.5,385,0.011,0.67,39.6,0.47,6008300902,43.88810001,-79.71795598
119,230,0.005,0.54,19.4,0.47,6008300902,43.88810001,-79.71795598
114.6,170,0.007,0.4,1.4,0.19,6008300902,43.88810001,-79.71795598
118.7,220,0.008,0.7,15.2,0.47,6008300902,43.88810001,-79.71795598
108,170,0.011,0.37,3.1,0.29,6008300902,43.88810001,-79.71795598
139,240,0.009,0.18,2.2,0.15,6008300902,43.88810001,-79.71795598
104.2,240,0.018,0.5,2.8,0.28,6008300902,43.88810001,-79.71795598
143.5,240,0.026,0.88,5.1,0.41,6008300902,43.88810001,-79.71795598
108.3,260,0.063,0.58,4.4,0.34,6008300902,43.88810001,-79.71795598
117.3,655,0.047,0.98,4.7,0.39,6008300902,43.88810001,-79.71795598
186.9,220,0.037,0.32,7.4,0.46,6008300902,43.88810001,-79.71795598
93.7,350,0.022,0.73,4.7,0.35,6008300902,43.88810001,-79.71795598
132.7,200,0.016,0.4,3.6,0.29,6008300902,43.88810001,-79.71795598
90,150,0.015,0.36,1.7,0.2,6008300902,43.88810001,-79.71795598
121.3,295,0.141,0.4,30,0.47,6008300902,43.88810001,-79.71795598
124.3,250,0.004,0.31,8.3,0.46,6008300902,43.88810001,-79.71795598
140,385,0.014,1.01,11.3,0.47,6008300902,43.88810001,-79.71795598
103,255,0.004,0.44,17.2,0.47,6008300902,43.88810001,-79.71795598
118.2,150,0.004,0.49,2.9,0.28,6008300902,43.88810001,-79.71795598
109.7,150,0.004,0.5,8.8,0.48,6008300902,43.88810001,-79.71795598
110,170,0.011,0.75,35.6,0.47,6008300902,43.88810001,-79.71795598
100.4,160,0.011,0.38,3.9,0.28,6008300902,43.88810001,-79.71795598
120.3,230,0.003,0.49,13.6,0.47,6008300902,43.88810001,-79.71795598
137,380,0.007,0.49,6.3,0.45,6008300902,43.88810001,-79.71795598
96.6,270,0.013,0.4,2.9,0.28,6008300902,43.88810001,-79.71795598
146.2,190,0.004,0.37,2.8,0.27,6008300902,43.88810001,-79.71795598
117.9,130,0.004,0.5,4.3,0.31,6008300902,43.88810001,-79.71795598
142,130,0.021,0.45,6.3,0.45,6008300902,43.88810001,-79.71795598
102,140,0.007,0.89,8.6,0.5,6008300902,43.88810001,-79.71795598
101.3,210,0.011,0.51,5.2,0.42,6008300902,43.88810001,-79.71795598
125.3,290,0.003,0.67,7,0.47,6008300902,43.88810001,-79.71795598
96,500,0.048,0.6,11.6,0.45,6008300902,43.88810001,-79.71795598
107,360,0.02,1.16,6.9,0.5,6008300902,43.88810001,-79.71795598
132.7,160,0.024,0.62,2.1,0.29,6008300902,43.88810001,-79.71795598
153,190,0.038,0.46,1.6,0.2,6008300902,43.88810001,-79.71795598
183.4,350,0.04,0.37,9,0.47,6008300902,43.88810001,-79.71795598
132,150,0.021,0.36,55.2,0.47,6008300902,43.88810001,-79.71795598
110,170,0.038,0.55,3.7,0.33,6008300902,43.88810001,-79.71795598
122.8,290,0.014,0.51,6.5,0.46,6008300902,43.88810001,-79.71795598
160.8,300,0.006,0.58,3.6,0.33,6008300902,43.88810001,-79.71795598
102,480,0.041,0.52,5.5,0.44,6008300902,43.88810001,-79.71795598
145.3,345,0.004,0.45,9.5,0.47,6008300902,43.88810001,-79.71795598
136.1,185,0.008,0.83,7.5,0.47,6008300902,43.88810001,-79.71795598
99.4,210,0.033,0.37,6.4,0.45,6008300902,43.88810001,-79.71795598
107.5,370,0.049,0.59,20.8,0.47,6008300902,43.88810001,-79.71795598
113.9,200,0.018,1.06,4.3,0.38,6008300902,43.88810001,-79.71795598
109.3,340,0.024,0.72,29.4,0.47,6008300902,43.88810001,-79.71795598
147.5,335,0.02,0.34,8.2,0.46,6008300902,43.88810001,-79.71795598
109.3,260,0.015,0.57,9.4,0.48,6008300902,43.88810001,-79.71795598
105,190,0.01,0.45,23,0.47,6008300902,43.88810001,-79.71795598
101.5,210,0.011,0.31,6.3,0.45,6008300902,43.88810001,-79.71795598
141.2,265,0.014,0.44,2.7,0.27,6008300902,43.88810001,-79.71795598
122,265,0.003,0.43,12.7,0.47,6008300902,43.88810001,-79.71795598
123.5,195,0.01,0.37,2,0.21,6008300902,43.88810001,-79.71795598
110,180,0.054,0.49,8.6,0.48,6008300902,43.88810001,-79.71795598
137.5,190,0.026,0.34,4.3,0.3,6008300902,43.88810001,-79.71795598
123.7,200,0.028,0.44,19.8,0.47,6008300902,43.88810001,-79.71795598
95,345,0.032,0.6,10.2,0.48,6008300902,43.88810001,-79.71795598
106.6,235,0.037,0.45,4.1,0.29,6008300902,43.88810001,-79.71795598
114.4,155,0.016,0.39,0.9,0.15,6008300902,43.88810001,-79.71795598
103,110,0.027,0.82,86.7,0.47,6008301202,43.67484451,-79.50532261
112.6,310,0.008,0.62,15,0.47,6008301202,43.67484451,-79.50532261
199,500,0.034,0.36,1.5,0.19,6008301202,43.67484451,-79.50532261
101,390,0.01,0.52,30.2,0.47,6008301202,43.67484451,-79.50532261
130.9,145,0.005,0.26,39.2,0.47,6008301202,43.67484451,-79.50532261
96,130,0.015,0.47,6.9,0.46,6008301202,43.67484451,-79.50532261
113,130,0.012,0.65,8.9,0.48,6008301202,43.67484451,-79.50532261
114,420,0.01,0.48,7.7,0.46,6008301202,43.67484451,-79.50532261
108.5,195,0.016,0.42,4.7,0.32,6008301202,43.67484451,-79.50532261
100.9,190,0.033,0.44,7.6,0.46,6008301202,43.67484451,-79.50532261
107,310,0.005,0.52,4.7,0.34,6008301202,43.67484451,-79.50532261
87,370,0.006,0.64,22.5,0.47,6008301202,43.67484451,-79.50532261
115,200,0.012,0.38,2.3,0.21,6008301202,43.67484451,-79.50532261
101,155,0.013,0.39,4.9,0.37,6008301202,43.67484451,-79.50532261
103,250,0.003,0.46,2.6,0.25,6008301202,43.67484451,-79.50532261
105.7,190,0.013,0.46,2.3,0.22,6008301202,43.67484451,-79.50532261
110,180,0.024,0.39,18.6,0.47,6008301202,43.67484451,-79.50532261
105,85,0.042,0.37,8,0.46,6008301202,43.67484451,-79.50532261
142.2,145,0.036,0.41,3.4,0.29,6008301202,43.67484451,-79.50532261
145.2,155,0.053,0.74,1.7,0.28,6008301202,43.67484451,-79.50532261
101,100,0.079,0.29,1.4,0.16,6008301202,43.67484451,-79.50532261
138,1120,0.038,0.21,2,0.15,6008301202,43.67484451,-79.50532261
112,160,0.05,0.9,26.5,0.49,6008301202,43.67484451,-79.50532261
118.5,260,0.035,0.98,238,0.49,6008301202,43.67484451,-79.50532261
137.8,360,0.003,1.8,27.8,0.51,6008301202,43.67484451,-79.50532261
101.5,340,0.01,0.38,6.4,0.45,6008301202,43.67484451,-79.50532261
112,350,0.002,1.61,30.4,0.51,6008301202,43.67484451,-79.50532261
135.5,420,0.008,0.28,13.3,0.47,6008301202,43.67484451,-79.50532261
157.2,250,0.012,0.51,7.6,0.47,6008301202,43.67484451,-79.50532261
168.2,170,0.011,0.62,5,0.39,6008301202,43.67484451,-79.50532261
140.9,220,0.004,0.64,3.7,0.33,6008301202,43.67484451,-79.50532261
114.8,220,0.005,0.57,14.3,0.47,6008301202,43.67484451,-79.50532261
112.3,240,0.005,0.39,10.3,0.47,6008301202,43.67484451,-79.50532261
118.1,200,0.006,0.46,13.2,0.47,6008301202,43.67484451,-79.50532261
113.9,245,0.01,1.84,6.5,0.51,6008301202,43.67484451,-79.50532261
110.8,260,0.001,0.6,13.4,0.47,6008301202,43.67484451,-79.50532261
138.7,325,0.001,0.52,38.4,0.47,6008301202,43.67484451,-79.50532261
140.5,320,0.001,0.33,16,0.47,6008301202,43.67484451,-79.50532261
148.1,120,0.004,0.54,1.5,0.26,6008301202,43.67484451,-79.50532261
122,105,0.008,0.51,6.6,0.46,6008301202,43.67484451,-79.50532261
141.3,300,0.013,0.75,48.9,0.47,6008301202,43.67484451,-79.50532261
108.4,140,0.114,0.71,5.1,0.4,6008301202,43.67484451,-79.50532261
116.7,700,0.014,0.76,5.7,0.44,6008301202,43.67484451,-79.50532261
110,230,0.012,0.79,49,0.47,6008301202,43.67484451,-79.50532261
108,190,0.303,1.83,23.6,0.5,6008301202,43.67484451,-79.50532261
124,120,0.014,0.48,4.7,0.32,6008301202,43.67484451,-79.50532261
133,230,0.01,0.45,2,0.21,6008301202,43.67484451,-79.50532261
135.4,170,0.004,0.65,9.8,0.48,6008301202,43.67484451,-79.50532261
106.5,310,0.021,0.42,47.1,0.47,6008301202,43.67484451,-79.50532261
112,400,0.01,1.33,77.9,0.5,6008301202,43.67484451,-79.50532261
118.2,310,0.009,0.49,10,0.48,6008301202,43.67484451,-79.50532261
139.5,260,0.017,0.31,1.2,0.14,6008301202,43.67484451,-79.50532261
111.5,175,0.005,0.61,12,0.45,6008301202,43.67484451,-79.50532261
103.1,360,0.008,0.63,19.8,0.47,6008301202,43.67484451,-79.50532261
106,270,0.005,0.39,5.5,0.43,6008301202,43.67484451,-79.50532261
138.3,250,0.005,0.51,13.4,0.47,6008301202,43.67484451,-79.50532261
127.3,205,0.011,0.47,9.7,0.48,6008301202,43.67484451,-79.50532261
116.4,380,0.002,0.16,2.5,0.15,6008301202,43.67484451,-79.50532261
144,275,0.006,0.59,11.6,0.45,6008301202,43.67484451,-79.50532261
87.7,210,0.001,0.5,8.6,0.48,6008301202,43.67484451,-79.50532261
109,190,0.007,0.96,4.3,0.38,6008301202,43.67484451,-79.50532261
139,180,0.001,0.83,8.4,0.47,6008301202,43.67484451,-79.50532261
118.4,245,0.001,0.57,13.5,0.47,6008301202,43.67484451,-79.50532261
103.2,180,0.019,0.46,6.9,0.46,6008301202,43.67484451,-79.50532261
108.1,200,0.067,0.4,9.9,0.47,6008301202,43.67484451,-79.50532261
114.5,150,0.005,0.51,6,0.45,6008301202,43.67484451,-79.50532261
88,300,0.008,0.51,4.2,0.32,6008301202,43.67484451,-79.50532261
135.8,170,0.111,0.78,6.7,0.46,6008301202,43.67484451,-79.50532261
116,140,0.011,0.39,2.4,0.22,6008301202,43.67484451,-79.50532261
96.3,385,0.007,0.47,14.6,0.47,6008301202,43.67484451,-79.50532261
85,190,0.006,0.62,23.2,0.47,6008301202,43.67484451,-79.50532261
129.6,380,0.007,0.33,4.2,0.3,6008301202,43.67484451,-79.50532261
148.4,190,0.003,0.31,3.7,0.27,6008301202,43.67484451,-79.50532261
91.7,410,0.006,0.33,22.2,0.47,6008301202,43.67484451,-79.50532261
119.9,220,0.002,0.86,60.5,0.47,6008301202,43.67484451,-79.50532261
115,500,0.011,0.36,7.8,0.46,6008301202,43.67484451,-79.50532261
110.3,300,0.009,1.1,75,0.49,6008301202,43.67484451,-79.50532261
